Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
01/01/14,Home,2014-01-01T00:00:00Z,2014-01-01T12:00:11Z,43211,51.61603,-0.24579,Home,
01/01/14,Home,2014-01-01T12:36:42Z,2014-01-01T16:04:49Z,12487,51.61603,-0.24579,Home,
01/01/14,Marks and Spencer,2014-01-01T16:10:54Z,2014-01-01T16:19:29Z,515,51.61398,-0.24903,,
01/01/14,Home,2014-01-01T16:27:07Z,2014-01-02T00:00:00Z,27173,51.61603,-0.24579,Home,
02/01/14,Home,2014-01-02T00:00:00Z,2014-01-02T09:24:17Z,33857,51.61603,-0.24579,Home,
02/01/14,EMC,2014-01-02T09:55:02Z,2014-01-02T13:24:09Z,12547,51.5386,-0.14165,Work,
02/01/14,Il Sugo,2014-01-02T13:31:51Z,2014-01-02T14:12:36Z,2445,51.537297,-0.140809,,http://foursquare.com/venue/523c13ef498e2a5c597a9260
02/01/14,EMC,2014-01-02T14:21:46Z,2014-01-02T18:33:26Z,15100,51.5386,-0.14165,Work,
02/01/14,Home,2014-01-02T19:09:58Z,2014-01-03T00:00:00Z,17402,51.61603,-0.24579,Home,
03/01/14,Home,2014-01-03T00:00:00Z,2014-01-03T09:02:19Z,32539,51.61603,-0.24579,Home,
03/01/14,Place in London Borough of Barnet,2014-01-03T09:06:42Z,2014-01-03T09:18:03Z,681,51.6126,-0.2487,,
03/01/14,EMC,2014-01-03T09:42:02Z,2014-01-03T17:50:54Z,29332,51.5386,-0.14165,Work,
03/01/14,Kentish Town Railway Station (KTN),2014-01-03T18:03:13Z,2014-01-03T18:19:38Z,985,51.55046486877708,-0.1399683952331543,,
03/01/14,Marks and Spencer,2014-01-03T18:36:29Z,2014-01-03T18:43:19Z,410,51.61398,-0.24903,,
03/01/14,Home,2014-01-03T18:47:59Z,2014-01-04T00:00:00Z,18721,51.61603,-0.24579,Home,
04/01/14,Home,2014-01-04T00:00:00Z,2014-01-04T15:41:49Z,56509,51.61603,-0.24579,Home,
04/01/14,Place in O2 centre,2014-01-04T16:11:40Z,2014-01-04T16:15:00Z,200,51.54802,-0.18095,,
04/01/14,Japanese Store,2014-01-04T16:23:10Z,2014-01-04T16:48:13Z,1503,51.54596,-0.17929,,
04/01/14,Place in O2 centre,2014-01-04T16:53:54Z,2014-01-04T21:31:59Z,16685,51.54791,-0.18136,,
04/01/14,Home,2014-01-04T22:08:45Z,2014-01-05T00:00:00Z,6675,51.61603,-0.24579,Home,
05/01/14,Home,2014-01-05T00:00:00Z,2014-01-06T00:00:00Z,86400,51.61603,-0.24579,Home,
06/01/14,Home,2014-01-06T00:00:00Z,2014-01-06T09:02:12Z,32532,51.61603,-0.24579,Home,
06/01/14,EMC,2014-01-06T09:40:41Z,2014-01-06T17:50:16Z,29375,51.5386,-0.14165,Work,
06/01/14,Kentish Town Railway Station (KTN),2014-01-06T17:56:56Z,2014-01-06T18:03:21Z,385,51.55046486877708,-0.1399683952331543,,
06/01/14,Home,2014-01-06T18:23:34Z,2014-01-07T00:00:00Z,20186,51.61603,-0.24579,Home,
07/01/14,Home,2014-01-07T00:00:00Z,2014-01-07T09:05:13Z,32713,51.61603,-0.24579,Home,
07/01/14,Il Sugo,2014-01-07T09:35:27Z,2014-01-07T14:27:10Z,17503,51.537297,-0.140809,,http://foursquare.com/venue/523c13ef498e2a5c597a9260
07/01/14,Dentist,2014-01-07T14:56:33Z,2014-01-07T15:41:17Z,2684,51.54013,-0.19588,,
07/01/14,Marks and Spencer,2014-01-07T16:34:32Z,2014-01-07T16:36:56Z,144,51.61398,-0.24903,,
07/01/14,Home,2014-01-07T16:42:07Z,2014-01-08T00:00:00Z,26273,51.61603,-0.24579,Home,
08/01/14,Home,2014-01-08T00:00:00Z,2014-01-08T18:49:08Z,67748,51.61603,-0.24579,Home,
08/01/14,Marks and Spencer,2014-01-08T19:02:47Z,2014-01-08T19:08:38Z,351,51.61398,-0.24903,,
08/01/14,Home,2014-01-08T19:15:47Z,2014-01-09T00:00:00Z,17053,51.61603,-0.24579,Home,
09/01/14,Home,2014-01-09T00:00:00Z,2014-01-09T09:49:54Z,35394,51.61603,-0.24579,Home,
09/01/14,EMC,2014-01-09T10:28:47Z,2014-01-09T17:56:52Z,26885,51.5386,-0.14165,Work,
09/01/14,Home,2014-01-09T18:25:52Z,2014-01-10T00:00:00Z,20048,51.61603,-0.24579,Home,
10/01/14,Home,2014-01-10T00:00:00Z,2014-01-10T06:11:20Z,22280,51.61603,-0.24579,Home,
10/01/14,Mill Hill Broadway Railway Station (MIL),2014-01-10T06:16:29Z,2014-01-10T06:33:44Z,1035,51.61298013870623,-0.2492952346801758,,
10/01/14,London Luton Airport (LTN),2014-01-10T07:18:58Z,2014-01-10T08:00:02Z,2464,51.87932352857161,-0.3761360410544903,,http://foursquare.com/venue/4ac6158cf964a520c9b220e3
10/01/14,London Luton Airport (LTN),2014-01-10T08:04:57Z,2014-01-10T08:18:11Z,794,51.87932352857161,-0.3761360410544903,,http://foursquare.com/venue/4ac6158cf964a520c9b220e3
10/01/14,St. Valery,2014-01-10T10:33:54Z,2014-01-10T10:55:25Z,1291,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
10/01/14,Oink,2014-01-10T11:39:33Z,2014-01-10T11:59:04Z,1171,55.94855787583786,-3.19411595177821,,http://foursquare.com/venue/4b66e21df964a520aa2e2be3
10/01/14,Place in City of Edinburgh,2014-01-10T12:09:24Z,2014-01-10T12:11:44Z,140,55.94848,-3.19685,,
10/01/14,Place in City of Edinburgh,2014-01-10T12:14:51Z,2014-01-10T12:22:43Z,472,55.94889,-3.19939,,
10/01/14,Place in City of Edinburgh,2014-01-10T12:26:54Z,2014-01-10T12:35:51Z,537,55.94704,-3.20265,,
10/01/14,Edinburgh Castle,2014-01-10T12:37:13Z,2014-01-10T13:59:33Z,4940,55.9484308720065,-3.1998109817504883,,http://foursquare.com/venue/4aa37fb3f964a520f64320e3
10/01/14,The Elephant House,2014-01-10T14:11:41Z,2014-01-10T14:57:41Z,2760,55.94753227556329,-3.191789409725506,,http://foursquare.com/venue/4b05881ef964a520a8b222e3
10/01/14,National Museum of Scotland,2014-01-10T15:03:41Z,2014-01-10T15:30:29Z,1608,55.94716927810188,-3.189554214477539,,http://foursquare.com/venue/4b090909f964a520fd1323e3
10/01/14,Edinburgh Waverley Railway Station (EDB),2014-01-10T15:46:01Z,2014-01-10T16:01:25Z,924,55.95197111744832,-3.1896708743359365,,http://foursquare.com/venue/506999643d7cfe42e733a844
10/01/14,St. Valery,2014-01-10T16:32:43Z,2014-01-10T20:18:14Z,13531,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
10/01/14,Chop Chop,2014-01-10T20:26:53Z,2014-01-10T21:17:53Z,3060,55.946166,-3.214629,,http://foursquare.com/venue/4b6b1e09f964a520ebf32be3
10/01/14,St. Valery,2014-01-10T21:26:09Z,2014-01-11T00:00:00Z,9231,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
11/01/14,St. Valery,2014-01-11T00:00:00Z,2014-01-11T09:26:58Z,34018,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
11/01/14,Stockbridge Bridge,2014-01-11T09:57:10Z,2014-01-11T09:59:29Z,139,55.95796959442487,-3.2088232040405273,,http://foursquare.com/venue/4c35ee82452620a1e979270f
11/01/14,St Bernard's Well,2014-01-11T10:11:28Z,2014-01-11T10:13:28Z,120,55.9550680597681,-3.2115663823460507,,http://foursquare.com/venue/4db3f5f8a86e8d27077b5627
11/01/14,Dean Bridge,2014-01-11T10:22:24Z,2014-01-11T10:35:43Z,799,55.95314045942304,-3.2143807411193843,,http://foursquare.com/venue/4c4f099ef53d0f47a82d84a7
11/01/14,Place in City of Edinburgh,2014-01-11T10:36:13Z,2014-01-11T10:56:14Z,1201,55.95197,-3.21727,,
11/01/14,Place in City of Edinburgh,2014-01-11T11:09:27Z,2014-01-11T11:13:46Z,259,55.95037,-3.22944,,
11/01/14,Scottish National Gallery of Modern Art One,2014-01-11T11:19:18Z,2014-01-11T12:26:01Z,4003,55.951951102384456,-3.2260966300964355,,http://foursquare.com/venue/4b058820f964a5207eb322e3
11/01/14,Scottish National Gallery of Modern Art Two,2014-01-11T12:26:01Z,2014-01-11T12:41:06Z,905,55.95179492147351,-3.224208354949951,,http://foursquare.com/venue/4b058821f964a520a4b322e3
11/01/14,Place in City of Edinburgh,2014-01-11T13:15:29Z,2014-01-11T13:16:34Z,65,55.95097,-3.20239,,
11/01/14,Urban Outfitters,2014-01-11T13:42:29Z,2014-01-11T13:45:56Z,207,55.950839801426206,-3.204091787338257,,http://foursquare.com/venue/4b0fb49df964a5203a6423e3
11/01/14,Starbucks,2014-01-11T13:45:56Z,2014-01-11T14:38:51Z,3175,55.952804079319726,-3.189983367919922,,http://foursquare.com/venue/50ce6a7d19a9a6e2e250b9f4
11/01/14,Thai Orchid,2014-01-11T14:46:46Z,2014-01-11T16:15:21Z,5315,55.948723,-3.1946783,,http://foursquare.com/venue/4bf1af0652bda59340d7b1b7
11/01/14,Pep And Fodder,2014-01-11T16:42:03Z,2014-01-11T17:08:36Z,1593,55.95360815154709,-3.1878036988183216,,http://foursquare.com/venue/5023d024e4b0e522d4c5c07a
11/01/14,Place in Grassmarket,2014-01-11T17:28:48Z,2014-01-11T17:32:06Z,198,55.94716,-3.19755,,
11/01/14,Sushiya,2014-01-11T17:52:20Z,2014-01-11T18:07:54Z,934,55.945264794210615,-3.2172024250030518,,http://foursquare.com/venue/4b93fd88f964a5207d5f34e3
11/01/14,St. Valery,2014-01-11T18:17:04Z,2014-01-12T00:00:00Z,20576,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
12/01/14,St. Valery,2014-01-12T00:00:00Z,2014-01-12T08:58:45Z,32325,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
12/01/14,The Works,2014-01-12T09:25:26Z,2014-01-12T09:55:09Z,1783,55.952317388682395,-3.195021502910818,,http://foursquare.com/venue/4efb9eb4d4f29a453982986d
12/01/14,Calton Hill,2014-01-12T09:55:39Z,2014-01-12T10:11:38Z,959,55.95511062705089,-3.1802845001220703,,http://foursquare.com/venue/4b058820f964a52047b322e3
12/01/14,Place in Omni Centre,2014-01-12T10:19:09Z,2014-01-12T10:26:10Z,421,55.95606,-3.18532,,
12/01/14,"The Queen's Gallery, Palace of Holyroodhouse",2014-01-12T10:58:02Z,2014-01-12T11:10:46Z,764,55.95247146284967,-3.174113245185842,,http://foursquare.com/venue/4bc1b4fab492d13a6c5ea660
12/01/14,"The Queen's Gallery, Palace of Holyroodhouse",2014-01-12T13:12:41Z,2014-01-12T14:09:16Z,3395,55.95247146284967,-3.174113245185842,,http://foursquare.com/venue/4bc1b4fab492d13a6c5ea660
12/01/14,St Giles Cathedral,2014-01-12T14:32:26Z,2014-01-12T14:47:39Z,913,55.95002,-3.18758,,
12/01/14,The Real Mary King's Close,2014-01-12T14:48:21Z,2014-01-12T16:01:12Z,4371,55.950014033055986,-3.1903053820081038,,http://foursquare.com/venue/4ba901eff964a52003033ae3
12/01/14,Patisserie Valerie,2014-01-12T16:23:30Z,2014-01-12T16:26:50Z,200,55.95188193327645,-3.202367372860859,,http://foursquare.com/venue/4ff1b872e4b02acbcec7b9c1
12/01/14,St. Valery,2014-01-12T16:49:01Z,2014-01-12T18:50:46Z,7305,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
12/01/14,Sushiya,2014-01-12T18:57:51Z,2014-01-12T20:33:55Z,5764,55.945264794210615,-3.2172024250030518,,http://foursquare.com/venue/4b93fd88f964a5207d5f34e3
12/01/14,St. Valery,2014-01-12T20:42:36Z,2014-01-13T00:00:00Z,11844,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
13/01/14,St. Valery,2014-01-13T00:00:00Z,2014-01-13T09:37:14Z,34634,55.94760513305664,-3.221510410308838,,http://foursquare.com/venue/4e5151db45ddff0031da61ef
13/01/14,Place in City of Edinburgh,2014-01-13T09:37:14Z,2014-01-13T09:46:14Z,540,55.9455,-3.21847,,
13/01/14,Deep Sea World,2014-01-13T10:18:48Z,2014-01-13T10:21:07Z,139,56.00836323387017,-3.3916425704956055,,http://foursquare.com/venue/4b058820f964a52060b322e3
13/01/14,North Queensferry Pier,2014-01-13T10:21:08Z,2014-01-13T10:46:29Z,1521,56.00793152188595,-3.3944366883031956,,http://foursquare.com/venue/4db431e3a86e8d27077fa03a
13/01/14,Ferrybridge Hotel,2014-01-13T10:53:12Z,2014-01-13T11:26:17Z,1985,56.00959897041321,-3.3945232629776,,http://foursquare.com/venue/4c07c806c69aa59317c49ba2
13/01/14,North Queensferry Pier,2014-01-13T11:31:56Z,2014-01-13T11:57:04Z,1508,56.00793152188595,-3.3944366883031956,,http://foursquare.com/venue/4db431e3a86e8d27077fa03a
13/01/14,North Queensferry Railway Station (NQU),2014-01-13T12:07:12Z,2014-01-13T12:17:39Z,627,56.012153904358705,-3.3944106101989746,,http://foursquare.com/venue/4b669395f964a52095242be3
13/01/14,Petit Paris,2014-01-13T13:00:21Z,2014-01-13T14:11:57Z,4296,55.9474224,-3.196508,,http://foursquare.com/venue/4b460e9ef964a520251526e3
13/01/14,National Museum of Scotland,2014-01-13T14:26:37Z,2014-01-13T16:29:08Z,7351,55.94716927810188,-3.189554214477539,,http://foursquare.com/venue/4b090909f964a520fd1323e3
13/01/14,Edinburgh Airport (EDI),2014-01-13T17:17:56Z,2014-01-13T17:23:22Z,326,55.947782057417825,-3.3637046813964844,,http://foursquare.com/venue/4b058825f964a52005b522e3
13/01/14,Edinburgh Airport (EDI),2014-01-13T17:27:04Z,2014-01-13T19:38:20Z,7876,55.947782057417825,-3.3637046813964844,,http://foursquare.com/venue/4b058825f964a52005b522e3
13/01/14,London Luton Airport (LTN),2014-01-13T20:56:25Z,2014-01-13T21:06:42Z,617,51.87932352857161,-0.3761360410544903,,http://foursquare.com/venue/4ac6158cf964a520c9b220e3
13/01/14,Bay 1,2014-01-13T21:06:42Z,2014-01-13T21:19:01Z,739,51.87961477666088,-0.37583733709207645,,http://foursquare.com/venue/4ca63a4cd971b1f79f17fee0
13/01/14,Home,2014-01-13T21:58:35Z,2014-01-14T00:00:00Z,7285,51.61603,-0.24579,Home,
14/01/14,Home,2014-01-14T00:00:00Z,2014-01-14T12:33:13Z,45193,51.61603,-0.24579,Home,
14/01/14,EMC,2014-01-14T13:05:39Z,2014-01-14T17:12:21Z,14802,51.5386,-0.14165,Work,
14/01/14,Home,2014-01-14T17:42:34Z,2014-01-15T00:00:00Z,22646,51.61603,-0.24579,Home,
15/01/14,Home,2014-01-15T00:00:00Z,2014-01-15T18:48:15Z,67695,51.61603,-0.24579,Home,
15/01/14,Place in London Borough of Barnet,2014-01-15T18:54:54Z,2014-01-15T19:09:45Z,891,51.61412,-0.24862,,
15/01/14,Home,2014-01-15T19:15:55Z,2014-01-16T00:00:00Z,17045,51.61603,-0.24579,Home,
16/01/14,Home,2014-01-16T00:00:00Z,2014-01-16T11:37:33Z,41853,51.61603,-0.24579,Home,
16/01/14,Place in Heathrow Airport,2014-01-16T12:17:08Z,2014-01-16T12:49:29Z,1941,51.47047,-0.457,,
16/01/14,EMC,2014-01-16T14:13:20Z,2014-01-16T19:00:35Z,17235,51.5386,-0.14165,Work,
16/01/14,Place in London Borough of Camden,2014-01-16T19:04:13Z,2014-01-16T19:11:37Z,444,51.53945,-0.14259,,
16/01/14,Kentish Town Railway Station (KTN),2014-01-16T19:14:18Z,2014-01-16T19:23:51Z,573,51.55046486877708,-0.1399683952331543,,
16/01/14,Home,2014-01-16T19:45:44Z,2014-01-17T00:00:00Z,15256,51.61603,-0.24579,Home,
17/01/14,Home,2014-01-17T00:00:00Z,2014-01-18T00:00:00Z,86400,51.61603,-0.24579,Home,
18/01/14,Home,2014-01-18T00:00:00Z,2014-01-18T15:21:54Z,55314,51.61603,-0.24579,Home,
18/01/14,Marks and Spencer,2014-01-18T15:27:04Z,2014-01-18T15:36:18Z,554,51.61398,-0.24903,,
18/01/14,Home,2014-01-18T15:41:43Z,2014-01-18T17:03:28Z,4905,51.61603,-0.24579,Home,
18/01/14,Lukash's Home,2014-01-18T17:28:11Z,2014-01-18T21:16:42Z,13711,51.63177,-0.26813,,
18/01/14,Home,2014-01-18T21:22:51Z,2014-01-19T00:00:00Z,9429,51.61603,-0.24579,Home,
19/01/14,Home,2014-01-19T00:00:00Z,2014-01-20T00:00:00Z,86400,51.61603,-0.24579,Home,
20/01/14,Home,2014-01-20T00:00:00Z,2014-01-20T05:57:58Z,21478,51.61603,-0.24579,Home,
20/01/14,Place in Heathrow Airport,2014-01-20T06:40:24Z,2014-01-20T06:42:43Z,139,51.4577,-0.44708,,
20/01/14,Terminal 4,2014-01-20T06:45:19Z,2014-01-20T07:16:56Z,1897,51.45980963805849,-0.4470491409301758,,http://foursquare.com/venue/4ad8af64f964a520b81321e3
20/01/14,Place in Heathrow Airport,2014-01-20T07:21:37Z,2014-01-20T08:36:13Z,4476,51.45808,-0.44914,,
20/01/14,Gate C43,2014-01-20T19:13:26Z,2014-01-20T20:12:43Z,3557,33.64245327511877,-84.4324341416359,,http://foursquare.com/venue/4bffc982ca1920a19542ed81
20/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-20T22:32:11Z,2014-01-21T00:00:00Z,5269,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
21/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-21T00:00:00Z,2014-01-21T02:26:30Z,8790,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
21/01/14,Caney Fork River Valley Grille,2014-01-21T02:26:30Z,2014-01-21T03:35:33Z,4143,36.217638,-86.6967523097992,,http://foursquare.com/venue/4d1fd1ec6e8c370479d0f39f
21/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-21T03:42:58Z,2014-01-21T17:36:20Z,50002,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
21/01/14,Place in Nashville-Davidson,2014-01-21T17:43:55Z,2014-01-21T23:32:07Z,20892,36.21066,-86.6999,,
21/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-21T23:46:27Z,2014-01-22T00:00:00Z,813,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
22/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-22T00:00:00Z,2014-01-22T02:23:06Z,8586,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
22/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-22T02:23:07Z,2014-01-22T14:34:32Z,43885,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
22/01/14,Place in Nashville-Davidson,2014-01-22T14:41:10Z,2014-01-22T19:30:00Z,17330,36.22308,-86.699,,
22/01/14,Place in Nashville-Davidson,2014-01-22T19:34:58Z,2014-01-23T00:00:00Z,15902,36.22553,-86.69615,,
23/01/14,Place in Nashville-Davidson,2014-01-23T00:00:00Z,2014-01-23T00:10:57Z,657,36.22553,-86.69615,,
23/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-23T00:16:29Z,2014-01-23T02:37:21Z,8452,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
23/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-23T04:14:23Z,2014-01-23T15:03:47Z,38964,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
23/01/14,Place in Nashville-Davidson,2014-01-23T15:03:47Z,2014-01-23T21:37:40Z,23633,36.22317,-86.69998,,
23/01/14,Caney Fork River Valley Grille,2014-01-23T21:46:00Z,2014-01-23T22:16:40Z,1840,36.217638,-86.6967523097992,,http://foursquare.com/venue/4d1fd1ec6e8c370479d0f39f
23/01/14,Place in Opry Mills Drive,2014-01-23T22:22:05Z,2014-01-23T23:37:50Z,4545,36.20542,-86.6936,,
23/01/14,Place in Nashville-Davidson,2014-01-23T23:40:20Z,2014-01-24T00:00:00Z,1180,36.2211,-86.69706,,
24/01/14,Place in Nashville-Davidson,2014-01-24T00:00:00Z,2014-01-24T04:10:12Z,15012,36.2211,-86.69706,,
24/01/14,Courtyard by Marriott Nashville at Opryland,2014-01-24T04:10:12Z,2014-01-24T18:18:43Z,50911,36.22264140269978,-86.69702211818303,,http://foursquare.com/venue/4b058668f964a520ac6022e3
24/01/14,Place in Nashville-Davidson,2014-01-24T18:18:43Z,2014-01-24T18:33:44Z,901,36.2211,-86.69706,,
24/01/14,Place in Nashville International Airport,2014-01-24T19:40:54Z,2014-01-24T20:27:09Z,2775,36.1324,-86.67055,,
25/01/14,Krishma,2014-01-25T03:19:25Z,2014-01-25T23:54:40Z,74115,42.16965,-71.04555,,
26/01/14,Place in Riverview,2014-01-26T00:26:00Z,2014-01-26T02:45:24Z,8364,42.36429,-71.24305,,
26/01/14,Krishma,2014-01-26T03:23:11Z,2014-01-26T13:09:25Z,35174,42.16965,-71.04555,,
26/01/14,Place in Montgomery County,2014-01-26T15:51:16Z,2014-01-26T16:09:42Z,1106,42.89662,-74.09707,,
26/01/14,Place in Pitcher Hill,2014-01-26T18:00:48Z,2014-01-26T18:21:34Z,1246,43.11079,-76.14317,,
26/01/14,Place in Niagara Falls,2014-01-26T21:11:45Z,2014-01-26T21:27:39Z,954,43.08478,-79.09021,,
26/01/14,Place in Niagara Falls,2014-01-26T21:30:54Z,2014-01-26T23:43:20Z,7946,43.07861,-79.08169,,
26/01/14,Place in Niagara Falls,2014-01-26T23:58:02Z,2014-01-27T00:00:00Z,118,43.08808,-79.08306,,
27/01/14,Place in Niagara Falls,2014-01-27T00:00:00Z,2014-01-27T01:49:05Z,6545,43.08808,-79.08306,,
27/01/14,Tower Hotel at Fallsview,2014-01-27T01:54:02Z,2014-01-27T15:53:51Z,50389,43.0790686132981,-79.08206181349341,,http://foursquare.com/venue/4ca7aa1eb0b8236a02daabe6
27/01/14,Place in Niagara Falls,2014-01-27T15:58:02Z,2014-01-27T16:02:29Z,267,43.08322,-79.08318,,
27/01/14,Place in Niagara Falls,2014-01-27T16:09:02Z,2014-01-27T16:11:32Z,150,43.08461,-79.07675,,
27/01/14,Place in Niagara Falls,2014-01-27T16:22:03Z,2014-01-27T17:24:39Z,3756,43.07902,-79.07825,,
27/01/14,Place in Niagara Falls,2014-01-27T17:44:33Z,2014-01-27T18:21:54Z,2241,43.0915,-79.07702,,
27/01/14,Duff's Famous Wings,2014-01-27T19:06:56Z,2014-01-27T20:02:58Z,3362,42.97913199318774,-78.79837740458429,,http://foursquare.com/venue/4b47a6bef964a5200d3926e3
28/01/14,Krishma,2014-01-28T03:35:35Z,2014-01-28T15:48:22Z,43967,42.16965,-71.04555,,
28/01/14,Place in Sherwood Plaza,2014-01-28T16:29:11Z,2014-01-28T17:09:03Z,2392,42.29806,-71.38503,,
28/01/14,Place in Sherwood Plaza,2014-01-28T17:09:04Z,2014-01-28T18:17:36Z,4112,42.29841,-71.38139,,
28/01/14,Krishma,2014-01-28T19:05:18Z,2014-01-28T21:11:38Z,7580,42.16965,-71.04555,,
28/01/14,Gate A19,2014-01-28T22:39:58Z,2014-01-29T00:00:00Z,4802,42.363934725346375,-71.02450847625732,,http://foursquare.com/venue/4c0692c2b4aa0f47ad4e6462
29/01/14,Gate A19,2014-01-29T00:00:00Z,2014-01-29T00:43:18Z,2598,42.363934725346375,-71.02450847625732,,http://foursquare.com/venue/4c0692c2b4aa0f47ad4e6462
29/01/14,Home,2014-01-29T08:57:36Z,2014-01-29T09:35:59Z,2303,51.61603,-0.24579,Home,
29/01/14,EMC,2014-01-29T10:08:41Z,2014-01-29T18:09:19Z,28838,51.5386,-0.14165,Work,
29/01/14,EMC,2014-01-29T18:14:32Z,2014-01-29T19:41:32Z,5220,51.5386,-0.14165,Work,
29/01/14,Place in London Borough of Camden,2014-01-29T19:48:48Z,2014-01-29T21:03:34Z,4486,51.54088,-0.14403,,
29/01/14,Place in Sainsbury's,2014-01-29T21:11:15Z,2014-01-29T21:18:36Z,441,51.5403,-0.14066,,
29/01/14,Kentish Town Railway Station (KTN),2014-01-29T21:29:19Z,2014-01-29T21:37:04Z,465,51.55046486877708,-0.1399683952331543,,
29/01/14,Home,2014-01-29T22:00:26Z,2014-01-30T00:00:00Z,7174,51.61603,-0.24579,Home,
30/01/14,Home,2014-01-30T00:00:00Z,2014-01-30T09:23:34Z,33814,51.61603,-0.24579,Home,
30/01/14,Marks and Spencer,2014-01-30T09:26:42Z,2014-01-30T09:36:32Z,590,51.61398,-0.24903,,
30/01/14,EMC,2014-01-30T09:52:14Z,2014-01-30T19:45:56Z,35622,51.5386,-0.14165,Work,
30/01/14,Place in London Borough of Camden,2014-01-30T19:56:07Z,2014-01-30T20:37:04Z,2457,51.53583,-0.1397,,
30/01/14,Kentish Town Railway Station (KTN),2014-01-30T20:51:32Z,2014-01-30T21:12:19Z,1247,51.55046486877708,-0.1399683952331543,,
30/01/14,Home,2014-01-30T21:33:50Z,2014-01-31T00:00:00Z,8770,51.61603,-0.24579,Home,
31/01/14,Home,2014-01-31T00:00:00Z,2014-01-31T08:45:37Z,31537,51.61603,-0.24579,Home,
31/01/14,EMC,2014-01-31T09:29:29Z,2014-01-31T12:49:46Z,12017,51.5386,-0.14165,Work,
31/01/14,Place in London Borough of Camden,2014-01-31T12:59:54Z,2014-01-31T14:02:43Z,3769,51.52682,-0.13746,,
31/01/14,EMC,2014-01-31T14:09:56Z,2014-01-31T20:36:51Z,23215,51.5386,-0.14165,Work,
31/01/14,Kentish Town Railway Station (KTN),2014-01-31T20:41:42Z,2014-01-31T20:46:02Z,260,51.55046486877708,-0.1399683952331543,,
31/01/14,Home,2014-01-31T21:10:13Z,2014-02-01T00:00:00Z,10187,51.61603,-0.24579,Home,
01/02/14,Home,2014-02-01T00:00:00Z,2014-02-01T21:23:39Z,77019,51.61603,-0.24579,Home,
01/02/14,Home,2014-02-01T21:23:39Z,2014-02-02T00:00:00Z,9381,51.61603,-0.24579,Home,
02/02/14,Home,2014-02-02T00:00:00Z,2014-02-03T00:00:00Z,86400,51.61603,-0.24579,Home,
03/02/14,Home,2014-02-03T00:00:00Z,2014-02-03T09:36:23Z,34583,51.61603,-0.24579,Home,
03/02/14,EMC,2014-02-03T10:03:23Z,2014-02-03T19:35:30Z,34327,51.5386,-0.14165,Work,
03/02/14,Waitrose,2014-02-03T20:10:15Z,2014-02-03T20:15:02Z,287,51.546441800850076,-0.17955780029296875,,http://foursquare.com/venue/4ac518eff964a52087ad20e3
03/02/14,Home,2014-02-03T20:55:12Z,2014-02-04T00:00:00Z,11088,51.61603,-0.24579,Home,
04/02/14,Home,2014-02-04T00:00:00Z,2014-02-04T09:26:18Z,33978,51.61603,-0.24579,Home,
04/02/14,Place in London Borough of Barnet,2014-02-04T09:33:25Z,2014-02-04T09:48:39Z,914,51.6126,-0.2487,,
04/02/14,EMC,2014-02-04T10:14:42Z,2014-02-04T18:55:17Z,31235,51.5386,-0.14165,Work,
04/02/14,Place in London Borough of Camden,2014-02-04T19:50:37Z,2014-02-04T20:04:33Z,836,51.54841,-0.19316,,
04/02/14,Home,2014-02-04T20:28:05Z,2014-02-05T00:00:00Z,12715,51.61603,-0.24579,Home,
05/02/14,Home,2014-02-05T00:00:00Z,2014-02-05T09:35:36Z,34536,51.61603,-0.24579,Home,
